run_id,experiment,dataset,depth,time_steps,condition,topology,neuron,seed,config_file,config_hash,config_file_sha256,matrix_key,protocol_hash
E6_cifar100_d20_t6_M0_s1587277406,E6,cifar100,20,6,M0,spiking_resnet,lif,1587277406,E6_cifar100_d20_t6_M0_s1587277406.yaml,5d4e58471b70dbba73749da629e2a14837fc2dc8108101dfcaab08d57ce8df9b,449c82e56308242fe18c9b152a9018a1b3cf5081bbaee383ec5c57d27eca31a5,"[""cifar100"",20,6,""M0"",1587277406]",c13b9cc568c9a26303c39de80447b1ac1048f8c1d46add6c9f747bad7691fecf
E6_cifar100_d20_t6_M1_s1587277406,E6,cifar100,20,6,M1,spiking_resnet,route_matched_lif,1587277406,E6_cifar100_d20_t6_M1_s1587277406.yaml,727bfa8381a208a925f1b82c2c04712a38adb087495559658d9aca0b7475e53e,55cab3d4c164bfd07c19632ed9deb05767d49695a6e7af790896a3ed5e72e444,"[""cifar100"",20,6,""M1"",1587277406]",c13b9cc568c9a26303c39de80447b1ac1048f8c1d46add6c9f747bad7691fecf
E6_cifar100_d20_t6_M2_s1587277406,E6,cifar100,20,6,M2,spiking_resnet,shared_window_ta_lif,1587277406,E6_cifar100_d20_t6_M2_s1587277406.yaml,db6eca2e85c675510d564014c8d741a5555d9f7a2ea1cd58930d521a58947368,58dfe3cbe031cff4d551fd9336fd62e25ce938858206ee437f99560284634f66,"[""cifar100"",20,6,""M2"",1587277406]",c13b9cc568c9a26303c39de80447b1ac1048f8c1d46add6c9f747bad7691fecf
E6_cifar100_d20_t6_M3_s1587277406,E6,cifar100,20,6,M3,spiking_resnet,time_indexed_ta_lif,1587277406,E6_cifar100_d20_t6_M3_s1587277406.yaml,87992e2cff14a86bda5e636225b745bc9d50c4217025cc984c71bd9c6e47fb8a,867c7a6ec8aabbbc521c25c4b53be2ec1906e7c50c1302f4f4972c74f17da7dd,"[""cifar100"",20,6,""M3"",1587277406]",c13b9cc568c9a26303c39de80447b1ac1048f8c1d46add6c9f747bad7691fecf
E6_cifar100_d20_t6_M4_s1587277406,E6,cifar100,20,6,M4,spiking_resnet,ta_lif,1587277406,E6_cifar100_d20_t6_M4_s1587277406.yaml,95b34f9447397632413e718ed1c5bc16b597c9c137438b011eb5f0b693113c71,579a03d5dbb756e5d8963990a9c84a3ffa0fea1e1262aaef1edd455567a6b4b1,"[""cifar100"",20,6,""M4"",1587277406]",c13b9cc568c9a26303c39de80447b1ac1048f8c1d46add6c9f747bad7691fecf
E6_cifar100_d20_t6_PLIF_s1587277406,E6,cifar100,20,6,PLIF,spiking_resnet,plif_style,1587277406,E6_cifar100_d20_t6_PLIF_s1587277406.yaml,1f079fcaa28ef43d43f230c6664e825183d826df36927330c08ce1a315cf200a,e63c1344ef8b14181a6021f0a88f78b6d2a82dfc94ec0d04d5084ae3c5ad0a7b,"[""cifar100"",20,6,""PLIF"",1587277406]",c13b9cc568c9a26303c39de80447b1ac1048f8c1d46add6c9f747bad7691fecf
E6_cifar100_d20_t6_M0_s187544621,E6,cifar100,20,6,M0,spiking_resnet,lif,187544621,E6_cifar100_d20_t6_M0_s187544621.yaml,9d0363e00e3098ab98d941cacfd1f62ebe4e95131921cfbb3a609f898a291b68,c07cbfe60ee142a4334e57a4cdbc65ea517249030c6bfc8ebed47b3d46bfc946,"[""cifar100"",20,6,""M0"",187544621]",c13b9cc568c9a26303c39de80447b1ac1048f8c1d46add6c9f747bad7691fecf
E6_cifar100_d20_t6_M1_s187544621,E6,cifar100,20,6,M1,spiking_resnet,route_matched_lif,187544621,E6_cifar100_d20_t6_M1_s187544621.yaml,04152adafbc7a55657242298990a4e1b0ca3188f0e3ce9dfe83deafe3b41d46a,98e347bd993d71bf2c381bb987be21c963188737d58199e5318ceab9f06e5313,"[""cifar100"",20,6,""M1"",187544621]",c13b9cc568c9a26303c39de80447b1ac1048f8c1d46add6c9f747bad7691fecf
E6_cifar100_d20_t6_M2_s187544621,E6,cifar100,20,6,M2,spiking_resnet,shared_window_ta_lif,187544621,E6_cifar100_d20_t6_M2_s187544621.yaml,82bbf916e208621aeb5d3688ad91b245591cb6c9f97b21f319a7b691002812e1,5f2ef1fd9929437ad4b7aed25183d4559276e6f1e717d3d450127c1259ba5881,"[""cifar100"",20,6,""M2"",187544621]",c13b9cc568c9a26303c39de80447b1ac1048f8c1d46add6c9f747bad7691fecf
E6_cifar100_d20_t6_M3_s187544621,E6,cifar100,20,6,M3,spiking_resnet,time_indexed_ta_lif,187544621,E6_cifar100_d20_t6_M3_s187544621.yaml,ba332f488d6281e33b6c8f9c185aa7cb2d1b4148e59df54a18d82820108b4841,ced5fdb40d13ff2931137bbc1342912cf7fdc8c2847ecf6a3a813b51963f5cba,"[""cifar100"",20,6,""M3"",187544621]",c13b9cc568c9a26303c39de80447b1ac1048f8c1d46add6c9f747bad7691fecf
E6_cifar100_d20_t6_M4_s187544621,E6,cifar100,20,6,M4,spiking_resnet,ta_lif,187544621,E6_cifar100_d20_t6_M4_s187544621.yaml,0e1a30acc7b3d2937a775cd3bf3986fbdae75a6133629ca80d0462d18ace97d4,83d0f69ae4db50558463fc43d945099f73e960280348188a34acb818a7acdfc9,"[""cifar100"",20,6,""M4"",187544621]",c13b9cc568c9a26303c39de80447b1ac1048f8c1d46add6c9f747bad7691fecf
E6_cifar100_d20_t6_PLIF_s187544621,E6,cifar100,20,6,PLIF,spiking_resnet,plif_style,187544621,E6_cifar100_d20_t6_PLIF_s187544621.yaml,4cc03565e35e4d614f516e1fdeaebe53e3e2a18edff4cb990f2abfa118e40a08,2d9c5abc2de7c878d33410eb5b149c3fe0b0f95c5dfa43e036e6a7e43e3a1251,"[""cifar100"",20,6,""PLIF"",187544621]",c13b9cc568c9a26303c39de80447b1ac1048f8c1d46add6c9f747bad7691fecf
E6_cifar100_d20_t6_M0_s990604905,E6,cifar100,20,6,M0,spiking_resnet,lif,990604905,E6_cifar100_d20_t6_M0_s990604905.yaml,0d66cc541dfb9cdbc282f9c15da72918bbbd09268a45b77bc7da66168312bbf7,edc08cf94ac315e00c7bde188fe1414e5f29880773a0d71ceef28d96531acdc2,"[""cifar100"",20,6,""M0"",990604905]",c13b9cc568c9a26303c39de80447b1ac1048f8c1d46add6c9f747bad7691fecf
E6_cifar100_d20_t6_M1_s990604905,E6,cifar100,20,6,M1,spiking_resnet,route_matched_lif,990604905,E6_cifar100_d20_t6_M1_s990604905.yaml,d44ddfe6ffb1b2256a5456af00e1ad63ce71ba8e42eb61f020508bfbca81c8c5,9433c590ba8c0b9de62547450576f760ceca1fb13a7eec19d554f382cb88acc8,"[""cifar100"",20,6,""M1"",990604905]",c13b9cc568c9a26303c39de80447b1ac1048f8c1d46add6c9f747bad7691fecf
E6_cifar100_d20_t6_M2_s990604905,E6,cifar100,20,6,M2,spiking_resnet,shared_window_ta_lif,990604905,E6_cifar100_d20_t6_M2_s990604905.yaml,0a24f4a1c1a449fdeaf6471d3f6fd1f881addaa235cfafa5965ff0bb2a6b478d,ee67a3799d8c130f5a8665ae658fdde83964bf14a7ef2410435fb0608d8826f2,"[""cifar100"",20,6,""M2"",990604905]",c13b9cc568c9a26303c39de80447b1ac1048f8c1d46add6c9f747bad7691fecf
